ImageName,VietnameseName,EnglishName,Price
383.jpeg,TRÀ KIWI CHANH LEO NHA ĐAM,PASSION FRUIT ALOE VERA KIWI TEA,25000
383.jpeg,KEM TRỨNG TRUYỀN THỐNG,TRADITIONAL CUSTARD,20000
383.jpeg,KEM TRỨNG SOCOLA,CHOCOLATE CUSTARD,25000
383.jpeg,KEM TRỨNG MATCHA,MATCHA CUSTARD,25000
383.jpeg,KEM TRỨNG VANI,VANILLA CUSTARD,25000
383.jpeg,KEM TRỨNG CARAMEN,CARAMEL CUSTARD,25000
383.jpeg,KEM TRỨNG HẠT DẺ,CHESTNUT CUSTARD,25000
383.jpeg,KEM TRỨNG TRÂN CHÂU ĐƯỜNG ĐEN,BLACK SUGAR BUBBLE MILK TEA CUSTARD,30000
383.jpeg,KEM TRỨNG ĐẬU XANH HẠT SEN,LOTUS GREEN BEAN CUSTARD,20000
383.jpeg,DỪA DẦM TRUYỀN THỐNG,TRADITIONAL MACERATED COCONUT,15000
383.jpeg,DỪA DẦM CACAO,CACAO MACERATED COCONUT,25000
383.jpeg,DỪA DẦM XOÀI,MANGO MACERATED COCONUT,25000
383.jpeg,DỪA DẦM MẬN,PLUM MACERATED COCONUT,25000
383.jpeg,DỪA DẦM NHO,GRAPE MACERATED COCONUT,25000
383.jpeg,DỪA DẦM SẦU RIÊNG,DURIAN MACERATED COCONUT,25000
383.jpeg,CÀ PHÊ ĐEN - NÂU,BLACK - BROWN COFFEE,15000
383.jpeg,CACAO ĐÁ - NÓNG,ICE - HOT CACAO,20000
383.jpeg,CÀ PHÊ KEM TRỨNG,CUSTARD COFFEE,20000
383.jpeg,HẠT HƯỚNG DƯƠNG,SUNFLOWER SEED,15000
383.jpeg,KHÔ GÀ LÁ CHANH,DRIED CHICKEN WITH LIME LEAF,25000
383.jpeg,TRÂN CHÂU TRẮNG ,WHITE BUBBLE,5000
383.jpeg,TRÂN CHÂU CARAMEN ,CARAMEL BUBBLE,5000
383.jpeg,TRÂN CHÂU ĐEN ,BLACK BUBBLE,5000
383.jpeg,NHA ĐAM,ALOE,5000
384.jpeg,TRÀ SỮA,MILK TEA,NOT GIVEN
384.jpeg,TRÀ SỮA THÁI,THAI MILK TEA,NOT GIVEN
384.jpeg,TRÀ CHANH,LEMON TEA,NOT GIVEN
384.jpeg,SODA,SODA,NOT GIVEN
384.jpeg,CAFÉ,COFFEE,NOT GIVEN
384.jpeg,OREO ĐÁ XAY,ICE BLENDED OREO,NOT GIVEN
384.jpeg,HỒNG TRÀ,BLACK TEA,NOT GIVEN
384.jpeg,CHẢ TRỘN,MIXED FRIED MEAT,NOT GIVEN
384.jpeg,BÁNH TRÁNG TRỘN,MIXED RICE PAPER,NOT GIVEN
384.jpeg,CÁ VIÊN,FISH BALL,NOT GIVEN
384.jpeg,BÒ VIÊN,BEEF BALL,NOT GIVEN
384.jpeg,TRỨNG CÚT CHIÊN,FRIED QUAIL EGGS,NOT GIVEN
384.jpeg,TÔM VIÊN,SHRIMP BALL,NOT GIVEN
384.jpeg,XÚC XÍCH,SAUSAGE,NOT GIVEN
384.jpeg,KEM FLAN,FALN,NOT GIVEN
384.jpeg,FLAN ĐÁ XAY,ICE BLENDED FLAN,NOT GIVEN
384.jpeg,CHẢ CUỐN,SPRING ROLL,NOT GIVEN
384.jpeg,BÁNH TRÁNG TRỘN BÒ,RICE PAPER ROLL BEEF,NOT GIVEN
384.jpeg,TRÀ ĐÀO,PEACH TEA,NOT GIVEN
384.jpeg,SIRO ĐÁ ME,TAMARIND SYRUP,NOT GIVEN
384.jpeg,NƯỚC ĐÁ ME,ICED TAMARIND JUICE,NOT GIVEN
384.jpeg,NƯỚC TRÀ ĐÀO,PEACH TEA,NOT GIVEN
384.jpeg,MÁT CHA ĐÁ XAY,ICED BLENDED MATCHA,NOT GIVEN
384.jpeg,XIÊN QUE HẢI SẢN,SEAFOOD SKEWERS,NOT GIVEN
384.jpeg,CA CAO ĐÁ XAY,ICE BLENDED CACAO,NOT GIVEN
384.jpeg,HỒ LÔ ,GOURD,NOT GIVEN
384.jpeg,XÚC XÍCH ĐỨC,GERMAN SAUSAGE,NOT GIVEN
384.jpeg,TRÀ TẮC KHỔNG LỒ,GIANT LIME TEA,NOT GIVEN
385.jpeg,TÀU HŨ SINGAPORE VỊ TRUYỀN THỐNG,TRADITIONAL SINGAPORE TOFU,15000
385.jpeg,TÀU HŨ SINGAPORE SẦU RIÊNG,DURIAN SINGAPORE TOFU,25000
385.jpeg,TÀU HŨ SINGAPORE SỐT KEM TRỨNG,SINGAPORE TOFU WITH CUSTARD SAUCE,20000
385.jpeg,SỐT XOÀI + TRÂN CHÂU TRẮNG,MANGO SAUCE + WHITE BUBBLE,20000
385.jpeg,SỐT DÂU + TRÂN CHÂU TRẮNG,STRAWBERRY SAUCE + WHITE BUBBLE,20000
385.jpeg,SỐT ĐÀO + TRÂN CHÂU TRẮNG,PEACH SAUCE + WHITE BUBBLE,20000
385.jpeg,SỐT DỪA + TRÂN CHÂU ĐEN,COCONUT SAUCE + BLACK BUBBLE,20000
385.jpeg,SỐT KEM PHÔ MAI + ĐẬU ĐỎ,CHEESE SAUCE + RED BEAN,20000
386.jpeg,BITTET CÁ HỒI,BITTET SALMON,249000
386.jpeg,BITTET CÁ NGỪ ĐẠI DƯƠNG,BITTET TUNA,219000
386.jpeg,VẸM XANH NẤU KEM,GREEN MUSSEL COOKS CREAM,119000
386.jpeg,BÀO NGƯ SỐT DẦU HÀO,ABALONE WITH OYSTER SAUCE,259000
386.jpeg,SÚP BÀO NGƯ ĐÔNG TRÙNG HẠ THẢO,CORDYCEPS ABALONE SOUP,129000
386.jpeg,TÔM SÚ ĐỐT RƯỢU VANG,BLACK TIGER SHRIMP BURNS WINE,219000
386.jpeg,TÔM SÚ NƯỚNG SỐT MUỐI ỚT,GRILLED BLACK TIGER SHRIMP WITH SPICY SALT SAUCE,179000
386.jpeg,MỰC CƠM CHIÊN MẮM TỎI,BABY SQUID FRIED RICE WITH GARLIC FISH SAUCE,99000
386.jpeg,MỰC HOÀNG KIM,GOLDEN SQUID,159000
386.jpeg,CÁ CƠM 1 NẮNG RÚT XƯƠNG CHIÊN MẮM,BONELESS DRIED ANCHOVIES FRIED FISH SAUCE,99000
386.jpeg,ĐÙI GÀ RÚT XƯƠNG NƯỚNG NGŨ VỊ + CƠM XÀO GIÁ,CHICKEN THIGHS WITH GRILLED BONES OF FIVE SPICES + STIR FRIED RICE SPROUTS,139000
386.jpeg,"CÁNH GÀ (NƯỚNG BBQ, CHIÊN MẮM, RANG MUỐI)","CHICKEN WING (GRILLED BBQ, FRIED FISH SAUCE, ROASTED SALT)",89000
386.jpeg,"SỤN GÀ (RANG MUỐI, CHIÊN MẮM)","CHICKEN CARTILAGE (ROASTED SALT, FRIED FISH SAUCE)",119000
386.jpeg,ĐÙI ẾCH NƯỚNG MUỐI ỚT - CHIÊN MẮM,GRILLED FROG THIGHS WITH SALT AND CHILI - FRIED FISH SAUCE,139000
386.jpeg,TỦY BÒ CHIÊN GIÒN,CRISPY FRIED BEEF MARROW,149000
386.jpeg,CÁ THÁC LÁC RÚT XƯƠNG CHIÊN GIÒN,BONELESS THAC LAC FISH CRUNCHY FRIED,159000
386.jpeg,CƠM CHIÊN,FRIED RICE,89000
386.jpeg,"MỲ XÀO (BÒ, HẢI SẢN)","STIR-FRIED NOODLES (BEEF, SEAFOOD)",89000
386.jpeg,NGỌC KÊ XÀO TỎI SA TẾ,JADE STIR -FRIED WITH SATAY GARLIC,199000
386.jpeg,RAU CỦ NƯỚNG GIẤY BẠC,BROILED VEGETABLES,69000
387.jpeg,KHAI VỊ ĐỊA TRUNG HẢI,MEDITERRANEAN APPETIZER,199000
387.jpeg,XÚC XÍCH ĐỨC XÔNG KHÓI,SMOKED GERMAN SAUSAGE,79000
387.jpeg,XÚC XÍCH TIỆP XÔNG KHÓI,SMOKED CZECH SAUSAGE,79000
387.jpeg,XÚC XÍCH ANH TƯƠI,BRITISH FRESH SAUSAGE,79000
387.jpeg,COMBO XÚC XÍCH,SAUSAGE COMBO,199000
387.jpeg,PHÔ MAI HUN KHÓI NGA,RUSSIAN SMOKED CHEESE,59000
387.jpeg,KHOAI TÂY CHIÊN,FRIED POTATO,49000
387.jpeg,ONION-RINGS,ONION-RINGS,49000
387.jpeg,BÁNH MỲ NƯỚNG BƠ TỎI,GRILLED BREAD GARLIC BUTTER,39000
387.jpeg,CHẢ MỰC HẠ LONG,HA LONG FRIED SQUID,99000
387.jpeg,CHẢ RAM TÔM ĐẤT,FRIED SPRING ROLL SHRIMP,79000
387.jpeg,ĐẬU HŨ BASA CHIÊN GIÒN,CRIPSY FRIED BASA TOFU,79000
387.jpeg,CHẢ GIÒ TRÁI CÂY,FRIED MEAT FRUIT,99000
387.jpeg,KHÔ MỰC CHIÊN MẮM,FRIED DRY SQUID WITH FISH SAUCE,119000
387.jpeg,KHÔ MỰC NƯỚNG,GRILLED DRY SQUID,149000
387.jpeg,LẠP XƯỞNG VỊT,DUCK SAUSAGE,149000
387.jpeg,BÒ 1 NẮNG MUỐI KIẾN,FRIED BEEF WITH ANT SALT,149000
387.jpeg,BẮP BÒ NGÂM MẮM TIÊU XANH,BEEF SOAKED WITH GREEN PEPPER SAUCE,149000
387.jpeg,HƯƠNG VỊ TẾT,TET FLAVOUR,199000
387.jpeg,SALAD CÁ HỒI XÔNG KHÓI,SMOKED SALMON SALAD,149000
387.jpeg,SALAD CÁ NGỪ ĐẠI DƯƠNG,THYNNUS SALAD,139000
387.jpeg,SALAD TÔM COCTAIL,COCTAIL SHRIMP SALAD,139000
387.jpeg,SALAD NGA,RUSSIAN SALAD,99000
387.jpeg,SALAD HOÀNG ĐẾ,EMPEROR SALAD,129000
387.jpeg,SALAD DẤM NHO Ý,SALAD VINEGAR GRAPE ITALIAN,69000
387.jpeg,GỎI BƯỞI MỰC TẨM,SKISH GRAPEFRUIT SALAD SOAKED,99000
387.jpeg,PIZZA THỦ CÔNG ĐẾ MỎNG,THIN CRUST HANDMADE PIZZA,119000
387.jpeg,MỲ Ý,SPAGHETTI,99000
387.jpeg,KHOAI TÂY ĐÚT LÒ,BAKED POTATO,89000
387.jpeg,BÁNH MỲ NƯỚNG PATE GAN NGỖNG,BAKED BREAD PATE FOIE GRAS,149000
387.jpeg,BÁNH MỲ NƯỚNG CÁ HỒI XÔNG KHÓI + KEM CHUA,GRILLED BREAD IS SMOKED + SOUR CREAM,149000
387.jpeg,BÁNH MỲ NƯỚNG TRỨNG CÁ TẨM MUỐI,GRILLED BREAD IS SALTED,199000
387.jpeg,DẺ SƯỜN BÒ MỸ KHÔNG XƯƠNG NƯỚNG,AMERICAN BEEF RIBS,189000
387.jpeg,SƯỜN BÒ MỸ CẮT LÁT NƯỚNG BBQ,AMERICAN BEEF RIBS SLICED ​​BBQ,229000
387.jpeg,BÍT TẾT BÒ ÚC,AUSTRALIAN BEEF,219000
387.jpeg,THĂN NỘI BÒ ÚC NƯỚNG TRÊN ĐÁ MUỐI HIMALAYA,GRILLED AUSTRALIAN BEEF TENDERLOIN ON HIMALAYAN SALT ROCK,329000
387.jpeg,BÒ HẦM RƯỢU VANG,WINE CELLAR,239000
387.jpeg,BÒ NẤU NHO,BEEF COOKED GRAPE,239000
387.jpeg,BÒ NƯỚNG XIÊN QUE,GRILLED BEEF SKEWERS,139000
387.jpeg,BÒ LÚC LẮC,BEEF RATTLE,159000
387.jpeg,BA CHỈ XÔNG KHÓI CUỘN MĂNG TÂY NƯỚNG,SMOKED BACON WITH GRILLED ASPARAGUS,129000
387.jpeg,BẮP GIÒ XÔNG KHÓI CHIÊN GIÒN + SỐT SATE,FRIED COW MUSSCLE SMOKED SAUCE + SATE SAUCE,169000
387.jpeg,GIÒ HEO RÚT XƯƠNG CHIÊN GIÒN + SỐT TÀU XÌ,FRIED PORK ROLLS + CHINESE SAUCE,139000
387.jpeg,GIÒ HEO RÚT XƯƠNG HẦM BÁT BỬU,BONELESS PIG LEG STEW HERB,169000
387.jpeg,LƯỜN NGỖNG XÔNG KHÓI ÁP CHẢO,SAUTÉED SMOKED GOOSE,179000
388.jpeg,ESPRESSO ĐEN,BLACK ESPRESSO,17000
388.jpeg,ESPRESSO SỮA,MILK ESPRESSO,18000
388.jpeg,CÀ PHÊ SỮA ĐÁ,ICED MILK COFFE,18000
388.jpeg,CÀ PHÊ ĐEN ĐÁ,ICED BLACK COFFEE,17000
388.jpeg,BẠC XỈU ĐÁ/NÓNG,ICE/HOT FAINT SILVER,25000
388.jpeg,BẠC XỈU KEM,CREAMY FAINT SILVER,22000
388.jpeg,CACAO ĐÁ/NÓNG,ICE/HOT CACAO,25000
388.jpeg,CACAO KEM,CACAO CREAM,22000
388.jpeg,CÀ PHÊ ĐÁ XAY KEM,ICE BLENDED COFFEE WITH CREAM,25000
388.jpeg,COOKIE ĐÁ XAY KEM,ICE BLENDED COOKIE WITH CREAM,25000
388.jpeg,SOCOLA ĐÁ XAY KEM,ICE BLENDED CHOCOLATE WITH CREAM,25000
388.jpeg,MATCHA LATTE,MATCHA LATTE,25000
388.jpeg,MATCHA TRÀ XANH KEM TƯƠI,GREEN TEA CREAM MATCHA,22000
388.jpeg,TRÀ SỮA VÁNG,WHEY MILK TEA,25000
388.jpeg,SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN,BLACK SUGAR BUBBLE MILK TEA,22000
388.jpeg,TRÀ CHANH,LEMON TEA,25000
388.jpeg,TRÀ ĐÀO,PEACH TEA,25000
388.jpeg,TRÀ VIỆT QUẤT,BLUEBERRY TEA,25000
388.jpeg,TRÀ LIPTON (ĐÁ/NÓNG),LIPTON TEA (ICE/HOT),25000
388.jpeg,TRÀ DÂU TƯƠI,FRESH STRAWBERRY,25000
389.jpeg,ỐC LEN XÀO DỪA,STIR-FRIED WOOL SNAILS WITH COCONUT,NOT GIVEN
389.jpeg,ỐC BƯƠU XÀO DỪA,STIR-FRIED APPLE SNAILS WITH COCONUT,NOT GIVEN
389.jpeg,QUYẾT XÀO HẸ,STIR-FRIED BLOOD WITH CHIVES,NOT GIVEN
389.jpeg,MỰC XÀO CHUA NGỌT,STIR-FRIED SQUID SWEET AND SOUR,NOT GIVEN
389.jpeg,DẠ TRƯỜNG XÀO CHUA NGỌT,SWEET AND SOUR STIR-FRIED PIG'S GUTS,NOT GIVEN
389.jpeg,MỀ GÀ XÀO CHUA NGỌT,SWEET AND SOUR CHICKEN GIZZARD,NOT GIVEN
389.jpeg,ĐẬU BẮP XÀO BÒ,STIR -FRIED OKRA WITH BEEF,NOT GIVEN
389.jpeg,MÌ XÀO BÒ, FRIED NOODLES WITH BEEF,NOT GIVEN
389.jpeg,LÒNG XÀO HẸ,STIR -FRIED PIG'S GUTS WITH CHIVES,NOT GIVEN
389.jpeg,BAO TỪ XÀO HẸ,STIR -FRIED STOMACH FROM CHIVES,NOT GIVEN
389.jpeg,XÌA HẤP,STEAMED CLAM,NOT GIVEN
389.jpeg,DẠ TRƯỜNG HẤP,STEAMED PIG'S GUTS,NOT GIVEN
389.jpeg,BẠCH TUỘT HẤP,STEAMED OCTOPUS,NOT GIVEN
389.jpeg,MỰC HẤP,STEAMED SQUID,NOT GIVEN
389.jpeg,"GÂN, MÓNG BÒ HẤP",STEAMED BEEF TENDON AND COW'S HOOF,NOT GIVEN
389.jpeg,CHÁO HẢI SẢN,SEAFOOD PORRIDGE,NOT GIVEN
389.jpeg,CHÁO HÀU,OYSTER PORRIDGE,NOT GIVEN
389.jpeg,LẪU THẬP CẨM,MIXED HOT POT,NOT GIVEN
389.jpeg,LẪU CÁ THÁC LÁC,BRONZE FEATHERBACK HOT POT,NOT GIVEN
389.jpeg,LẪU CÁ THÁC LÁC KHỔ QUA,BRONZE FEATHERBACK HOT POT WITH SUFFERING,NOT GIVEN
389.jpeg,LẪU CÁ THÁC LÁC LÁ GIANG,LEAF -LEAFY FISH WATERFALL,NOT GIVEN
389.jpeg,BAO TỬ HẦM TIÊU XANH,GREEN PEPPER TUNNEL STOMACH,NOT GIVEN
389.jpeg,"GÂN, MÓNG, BÒ HẦM MĂNG",STEWED BEEF'S TENDONS AND COW'S NAILS WITH BAMBOO SHOOTS,NOT GIVEN
389.jpeg,ĐUÔI HEO HẦM MĂNG,STEWED PORK TAIL WITH BAMBOO SHOOTS,NOT GIVEN
390.jpeg,MÌ UDON XÀO,UDON STIR-FRIED NOODLE,125000
390.jpeg,MÌ SOBA XÀO,SOBA STIR-FRIED NOODLE,120000
390.jpeg,MÌ UDON CÀ RI NHẬT,UDON NOODLE WITH JAPANESE CURRY,120000
390.jpeg,MÌ SOBA LẠNH,CHILLED SOBA,100000
390.jpeg,MÌ UDON THỊT BÒ MỸ ,UDON NOODLE WITH BEEF,135000
390.jpeg,MÌ SOBA NÓNG,HOT SOBA NOODLES,100000
390.jpeg,MÌ RAMEN SỐT MUỐI VÀ RAU CỦ,RAMEN NOODLE WITH SALT AND VEGETABLES,135000
390.jpeg,MÌ RAMEN CAY,SPICY RAMEN,135000
390.jpeg,MÌ RAMEN SỐT TƯƠNG,RAMEN NOODLES WITH SOY SAUCE,135000
390.jpeg,MÌ RAMEN SỐT MISO,RAMEN NOODLES MISO SAUCE,135000
391.jpeg,CƠM LƯƠN NHẬT,JAPANESE EEL RICE BOWL,279000
391.jpeg,CƠM THỊT HEO KIỂU NHẬT,PORK RICE BOWL,98000
391.jpeg,CƠM HẢI SẢN TƯƠI,FRESH SEAFOOD RICE BOWL,155000
391.jpeg,CƠM GÀ NƯỚNG KIỂU NHẬT,GRILLED CHICKEN RICE BOWL,98000
391.jpeg,COƠM TEMPURA ,TEMPURA RICE BOWL,115000
391.jpeg,CƠM TÀU HŨ TỨ XUYÊN,MABO TOFU RICE BOWL,115000
391.jpeg,CƠM THỊT HEO OM TRỨNG,PORK CUTLET & EGG BOWL,115000
391.jpeg,CƠM CÀ RI,CURRY RICE,115000
391.jpeg,CƠM CÀ RI THỊT HEO,PORK CUTLET CURRY RICE,135000
391.jpeg,CƠM CHIÊN THỊT HEO,FRIED RICE & PORK,110000
391.jpeg,CƠM CHIÊN CÁ HỒI,FRIED RICE & SALMON,130000
391.jpeg,CƠM CHIÊN BỌC TRỨNG ỐP LẾT,OMFLET EGG WITH RICE,120000
392.jpeg,THỊT CHIÊN XÙ OM TRỨNG,DEEP FRIED PORK CUTLET & EGG,115000
392.jpeg,CỦ SEN LÁT CHIÊN,LOTUS ROOT CHIPS,35000
392.jpeg,HẢI SẢN CHIÊN XÙ,DEEP FRIED SEAFOOD MIX,160000
392.jpeg,TÔM ĐẤT CHIÊN,DEEP FRIED BABY SHRIMP,140000
392.jpeg,TÀU HŨ CHIÊN DASHI,DEEP FRIED TOFU,49000
392.jpeg,TEMPURA TỔNG HỢP,MIX TEMPURA,198000
392.jpeg,GÀ CHIÊN,DEEP FRIED CHICKEN,88000
392.jpeg,TÔM NHỒI CỦ SEN CHIÊN,FRIED LOTUS ROOT WITH SHRIMP,45000
392.jpeg,KHOAI TÂY CHIÊN,FRENCH FRIES,50000
393.jpeg,TÔM CHIÊN TEMPURA,TEMPURA PRAWN,198000
393.jpeg,TEMPURA RAU CỦ,VEGETABLE TEMPURA,78000
393.jpeg,THỊT HEO CUỘN RAU CỦ CHIÊN,CHEESE & VEGETABLES PORK WRAP,98000
393.jpeg,CÁ NGÂN CHIÊN XÙ,DEEP FRIED HORSE MACKEREL,115000
393.jpeg,THỊT VIÊN BỌC PHO MAI CHIÊN,DEEP FRIED CHEESE STUFFED MEAT BALL,98000
393.jpeg,XIÊN THỊT HEO CHIÊN XÙ,DEEP FRIED PORK,78000
393.jpeg,HÁ CẢO CHIÊN,DEEP FRIED DUMPLINGS,78000
394.jpeg,CỦ SEN NHỔI THỊT,GRILLED LOTUS ROOT WITH PORK,49000
394.jpeg,HÁ CẢO NHẬT,JAPANESE FRIED DUMPLINGS,78000
394.jpeg,BÒ LÚC LẮC,DICE CUT STEAK,189000
394.jpeg,MỰC ÁP CHẢO VỚI BƠ TỎI,GRILLED BUTTER SQUID,148000
394.jpeg,BÁNH XÈO NHẬT,JAPANESE PANCAKE,95000
394.jpeg,THỊT HEO XÀO KIM CHI,STIR FRIED PORK & KIMCHI,69000
394.jpeg,THỊT HEO XÀO ỚT CHUÔNG,STIR FRIED MEAT & VEGETABLES,69000
394.jpeg,KHỔ QUA SỐT TRỨNG THỊT,STIR FRIED BITTER MELON EGG & PORK,80000
395.jpeg,CÁ HỒI NƯỚNG MUỐI ,GRILLED SALMON,148000
395.jpeg,CÁ TUYẾT SỐT TERIYAKI,GRILLED CODFISH WITH TERIYAKI SAUCE,280000
395.jpeg,XIÊN THỊT BÒ NƯỚNG,BEEF BBQ STICK,128000
395.jpeg,CÁ THU ĐAO NƯỚNG MUỐI,GRILLED PACIFIC SAURY,110000
395.jpeg,CÁ TRỨNG NƯỚNG,DEEP FRIED SPIRINCHUS,119000
395.jpeg,BA RỌI BÒ CUỘN NẤM KIM CHÂM,BEEF ROSES ENOKI ROLL,95000
395.jpeg,GÀ XIÊN NƯỚNG,GRILLED CHICKEN SKEWER,85000
395.jpeg,THỊT HEO XÔNG KHÓI CUỘN MĂNG TÂY,ASPARAGUS WRAPPED IN BACON,95000
396.jpeg,TRỨNG CUỘN,JAPANESE OMELET,70000
396.jpeg,SALAD RONG BIỂN,FRESH WAKAME SEAWEED SALAD,80000
396.jpeg,ĐẬU NÀNH NHẬT,JAPANESE GREEN BEANS,45000
396.jpeg,CỦ SEN LÁT CHIÊN,LOTUS ROOT CHIPS,35000
396.jpeg,KHOAI TÂY CHIÊN,FRENCH FRIES,50000
396.jpeg,TÔM ĐẤT CHIÊN,DEEP FRIED BABY SHRIMP,140000
396.jpeg,DƯA MUỐI,SALTED MARINATED CUCUMBER,39000
396.jpeg,KIMCHI,KIMCHI,25000
396.jpeg,CỦ SEN XÀO,LOTUS ROOT KINPIRA,59000
396.jpeg,TRỨNG HẤP,STEAMED EGG,70000
396.jpeg,SALAD RONG BIỂN,SEAWEED SALAD,120000
396.jpeg,SALAD MỲ Ý & CÁ NGỪ,MACARON & TUNA SALAD,80000
396.jpeg,SALAD BA RỌI XÔNG KHÓI,BACON SALAD,100000
396.jpeg,SALAD TRỨNG CÁ CHUỒN,TOBIKO FISH SALAD,120000
396.jpeg,SALAD RONG BIỂN WAKAME,FRESH WAKAME SEAWEED SALAD,80000
397.jpeg,CÁ NGỪ TÁI,SEARED TUNA,155000
397.jpeg,BỤNG CÁ HỒI,SALMON BELLY,170000
397.jpeg,CÁ NGỪ,TUNA,140000
397.jpeg,SASHIMI SET1 (5 LOẠI),ASSORTED SASHIMI 5 KINDS,450000
397.jpeg,CÁ TRÍCH ÉP TRỨNG,HERRING,140000
397.jpeg,TRỨNG CÁ HỒI,SALMON ROE,320000
397.jpeg,TRỨNG CÁ CHUỒN,FLYING FISH ROE,180000
397.jpeg,SÒ ĐIỆP,JAPANESE SCALLOPS,230000
397.jpeg,SÒ ĐỎ,SAKHALIN SURF CLAM,180000
397.jpeg,BẠCH TUỘC,OCTOPUS,140000
397.jpeg,CÁ HATA NHẬT,JAPANESE GROUPER,50000
397.jpeg,CÁ HỒI,SALMON,140000
398.jpeg,SUSHI TỔNG HỢP 1 ,SUSHI MIX 1,128000
398.jpeg,SUSHI TỔNG HỢP 2,SUSHI MIX 2,215000
398.jpeg,SUSHI TỔNG HỢP 3,SUSHI MIX 3,268000
398.jpeg,CÁ BASA NHẬT,MACKEREL PRESSED SUSHI,168000
398.jpeg,LƯƠN NHẬT,JAPANESE EEL,69000
398.jpeg,BẠCH TUỘC,OCTOPUS,45000
398.jpeg,SÒ ĐỎ,JAPANESE SURF CLAM,88000
398.jpeg,TRỨNG CÁ CHUỒN,FLYING FISH ROE,78000
398.jpeg,TRỨNG CÁ HỒI,SALMON ROE,188000
398.jpeg,TRỨNG CUỘN,SUSHI EGG,28000
399.jpeg,SET SUSHI ABURI,BROILED SUSHI SET,558000
399.jpeg,SET SUSHI TỔNG HỢP,SPECIAL SUSHI SET,568000
399.jpeg,CÁ HỒI,SALMON,50000-55000
399.jpeg,CÁ NGỪ,TUNA,45000-50000
399.jpeg,CÁ HATA NHẬT,JAPANESE GROUPER,140000
399.jpeg,CÁ TRÍCH ÉP TRỨNG,VINEGARED HERRING,65000-70000
399.jpeg,SÒ ĐIỆP,JAPANESE SCALLOPS,95000
399.jpeg,TÔM SÚ,SHRIMP,88000
400.jpeg,SET CƠM CUỘN,SUSHI ROLL SET,198000
400.jpeg,CƠM CUỘN CALIFORNIA,CALIFORNIA ROLL,115000
400.jpeg,CƠM CUỘN CÁ HỒI ĐẶC BIỆT,SALMON DECORATION ROLL,128000
400.jpeg,CƠM CUỘN CÁ HỒI ABURI,SALMON ROAST ROLL,135000
400.jpeg,CƠM CUỘN CÁ HỒI CHIÊN,TEMPURA SALMON ROLL,120000
400.jpeg,CƠM CUỘN BÒ KIM CHI,BEEF &  KIMCHI ROLL,119000
400.jpeg,CƠM CUỘN BÒ,BEEF ROLL,125000
400.jpeg,CƠM CUỘN DA CÁ HỒI CHIÊN GIÒN,CRISPY SALMON SKIN ROLL,130000
400.jpeg,CƠM CUỘN TÔM CHIÊN TEMPURA,TEMPURA PRAWN ROLL,130000
400.jpeg,CƠM CUỘN FUTO,ASSORTED ROLL,130000
400.jpeg,CƠM CUỘN CÁ NGỪ TÁI,ROAST TUNA ROLL,78000
400.jpeg,CƠM CUỘN CÁ NGỪ NGÂM GIẤM,TUNA & MAYONAISE ROLL,68000
400.jpeg,CƠM CUỘN CÁ NGỪ TƯƠI,FRESH TUNA ROLL,110000
400.jpeg,CƠM CUỘN CÁ HỒI TƯƠI,FRESH SALMON ROLL,120000
400.jpeg,CƠM CUỘN DƯA LEO,CUCUMBER ROLL,50000
400.jpeg,CƠM CUỘN CỦ CẢI VÀNG,PICKLED VEGETABLE ROLL,65000
400.jpeg,CƠM CUỘN ĐẬU NÀNH LÊN MEN,FERMENTED SOY BEANS ROLL,90000
401.jpeg,"NƯỚC GIẢI KHÁT 7UP, STING, PEPSI, COCA","7UP, STING, PEPSI, COCA BEVERAGE",20000
401.jpeg,"NƯỚC GIẢI KHÁT COCA LIGHT, PEPSI KHÔNG CALO","COCA LIGHT BEVERAGE, PEPSI WITHOUT CALORIES",22000
401.jpeg,MATCHA (ĐÁ/NÓNG),MATCHA (HOT/HOT),12000
401.jpeg,"HEINEKEN SILVER, TIGER, SAPPORO","HEINEKEN SILVER, TIGER, SAPPORO",30000
401.jpeg,NƯỚC SUỐI,CLEAN WATER,15000
401.jpeg,RƯỢU SAKE 720ML,SAKE 720ML,320000
401.jpeg,RƯỢU SAKE 180ML,180ML SAKE,85000
401.jpeg,RƯỢU SAKE 300ML,SAKE 300ML,320000
401.jpeg,RƯỢU SAKE 180ML,180ML SAKE,105000
401.jpeg,RƯỢU MƠ 500ML,500ML APRICOT WINE,280000
401.jpeg,RƯỢU MƠ 300ML,300ML APRICOT WINE,175000
401.jpeg,RƯỢU MƠ 180ML,APRICOT WINE 180ML,105000
401.jpeg,RƯỢU SHOCHU GẠO ĐẾ VƯƠNG,SHOCHU RICE EMPEROR,290000
401.jpeg,RƯỢU SHOCHU GẠO KOME HAJIME,KOME HAJIME RICE SHOCHU,290000
401.jpeg,RƯỢU SHOCHU ATISO,SHOCHU ARTICHU ALCOHOL,320000
402.jpeg,TÔM TEMPURA,TEMPURA SHRIMP,72000
402.jpeg,MỰC CHIÊN XÙ,FRIED SQUID,72000
402.jpeg,TEMPURA THẬP CẨM,ASSORTED TEMPURA,69000
402.jpeg,TEMPURA RAU CỦ,VEGETABLE TEMPURA,59000
